"Date","EventId","Source","Level","Summary","Message"
"9/19/2025 7:44:41 PM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 230 to 231.","The system session has transitioned from 230 to 231.

Reason PolicyChange 

BootId: 22"
"9/19/2025 7:44:41 PM","506","Microsoft-Windows-Kernel-Power","Information","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: Lid."
"9/19/2025 7:44:48 PM","105","Microsoft-Windows-Kernel-Power","Information","Power source change.","Power source change."
"9/19/2025 7:44:48 PM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 231 to 232.","The system session has transitioned from 231 to 232.

Reason PolicyChange 

BootId: 22"
"9/19/2025 7:44:48 PM","507","Microsoft-Windows-Kernel-Power","Information","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: AC/DC Display Burst Suppressed."
"9/19/2025 7:44:48 PM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 232 to 233.","The system session has transitioned from 232 to 233.

Reason InputMouse 

BootId: 22"
"9/19/2025 7:44:48 PM","506","Microsoft-Windows-Kernel-Power","Information","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: AC/DC Display Burst Suppressed."
"9/19/2025 7:44:58 PM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 233 to 234.","The system session has transitioned from 233 to 234.

Reason InputMouse 

BootId: 22"
"9/19/2025 7:48:13 PM","507","Microsoft-Windows-Kernel-Power","Information","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: Austerity Battery Drain Budget Exceeded."
"9/19/2025 7:48:13 PM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 234 to 235.","The system session has transitioned from 234 to 235.

Reason 55 

BootId: 22"
"9/19/2025 7:48:13 PM","506","Microsoft-Windows-Kernel-Power","Information","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: Austerity Battery Drain Budget Exceeded."
"9/19/2025 7:48:24 PM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 235 to 236.","The system session has transitioned from 235 to 236.

Reason 55 

BootId: 22"
"9/19/2025 8:23:58 PM","105","Microsoft-Windows-Kernel-Power","Information","Power source change.","Power source change."
"9/19/2025 8:23:58 PM","507","Microsoft-Windows-Kernel-Power","Information","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: AC/DC Display Burst Suppressed."
"9/19/2025 8:23:58 PM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 236 to 237.","The system session has transitioned from 236 to 237.

Reason InputMouse 

BootId: 22"
"9/19/2025 8:23:58 PM","506","Microsoft-Windows-Kernel-Power","Information","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: AC/DC Display Burst Suppressed."
"9/19/2025 8:24:08 PM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 237 to 238.","The system session has transitioned from 237 to 238.

Reason InputMouse 

BootId: 22"
"9/19/2025 9:20:37 PM","507","Microsoft-Windows-Kernel-Power","Information","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: 16777224."
"9/19/2025 9:20:37 PM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 238 to 239.","The system session has transitioned from 238 to 239.

Reason 16777224 

BootId: 22"
"9/19/2025 9:20:37 PM","506","Microsoft-Windows-Kernel-Power","Information","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: 16777224."
"9/19/2025 10:09:19 PM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 239 to 240.","The system session has transitioned from 239 to 240.

Reason InputMouse 

BootId: 22"
"9/20/2025 12:39:00 AM","507","Microsoft-Windows-Kernel-Power","Information","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: 16777220."
"9/20/2025 12:39:00 AM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 240 to 241.","The system session has transitioned from 240 to 241.

Reason 16777220 

BootId: 22"
"9/20/2025 12:39:00 AM","506","Microsoft-Windows-Kernel-Power","Information","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: 16777220."
"9/20/2025 1:39:07 AM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 241 to 242.","The system session has transitioned from 241 to 242.

Reason InputMouse 

BootId: 22"
"9/20/2025 1:39:08 AM","507","Microsoft-Windows-Kernel-Power","Information","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: 16777220."
"9/20/2025 1:39:08 AM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 242 to 243.","The system session has transitioned from 242 to 243.

Reason 16777220 

BootId: 22"
"9/20/2025 1:39:08 AM","506","Microsoft-Windows-Kernel-Power","Information","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: 16777220."
"9/20/2025 1:44:10 AM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 243 to 244.","The system session has transitioned from 243 to 244.

Reason InputMouse 

BootId: 22"
"9/20/2025 1:44:10 AM","507","Microsoft-Windows-Kernel-Power","Information","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: 16777220."
"9/20/2025 1:44:10 AM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 244 to 245.","The system session has transitioned from 244 to 245.

Reason 16777220 

BootId: 22"
"9/20/2025 1:44:10 AM","506","Microsoft-Windows-Kernel-Power","Information","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: 16777220."
"9/20/2025 2:55:59 AM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 245 to 246.","The system session has transitioned from 245 to 246.

Reason InputMouse 

BootId: 22"
"9/20/2025 2:55:59 AM","507","Microsoft-Windows-Kernel-Power","Information","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: 16777220."
"9/20/2025 2:55:59 AM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 246 to 247.","The system session has transitioned from 246 to 247.

Reason 16777220 

BootId: 22"
"9/20/2025 2:55:59 AM","506","Microsoft-Windows-Kernel-Power","Information","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: 16777220."
"9/20/2025 3:01:01 AM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 247 to 248.","The system session has transitioned from 247 to 248.

Reason InputMouse 

BootId: 22"
"9/20/2025 3:01:01 AM","507","Microsoft-Windows-Kernel-Power","Information","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: 16777220."
"9/20/2025 3:01:01 AM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 248 to 249.","The system session has transitioned from 248 to 249.

Reason 16777220 

BootId: 22"
"9/20/2025 3:01:01 AM","506","Microsoft-Windows-Kernel-Power","Information","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: 16777220."
"9/20/2025 4:01:09 AM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 249 to 250.","The system session has transitioned from 249 to 250.

Reason InputMouse 

BootId: 22"
"9/20/2025 4:01:09 AM","507","Microsoft-Windows-Kernel-Power","Information","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: 16777220."
"9/20/2025 4:01:09 AM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 250 to 251.","The system session has transitioned from 250 to 251.

Reason 16777220 

BootId: 22"
"9/20/2025 4:01:09 AM","506","Microsoft-Windows-Kernel-Power","Information","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: 16777220."
"9/20/2025 4:06:11 AM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 251 to 252.","The system session has transitioned from 251 to 252.

Reason InputMouse 

BootId: 22"
"9/20/2025 4:06:11 AM","507","Microsoft-Windows-Kernel-Power","Information","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: 16777220."
"9/20/2025 4:06:11 AM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 252 to 253.","The system session has transitioned from 252 to 253.

Reason 16777220 

BootId: 22"
"9/20/2025 4:06:11 AM","506","Microsoft-Windows-Kernel-Power","Information","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: 16777220."
"9/20/2025 5:06:43 AM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 253 to 254.","The system session has transitioned from 253 to 254.

Reason InputMouse 

BootId: 22"
"9/20/2025 5:06:43 AM","507","Microsoft-Windows-Kernel-Power","Information","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: 16777220."
"9/20/2025 5:06:43 AM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 254 to 255.","The system session has transitioned from 254 to 255.

Reason 16777220 

BootId: 22"
"9/20/2025 5:06:43 AM","506","Microsoft-Windows-Kernel-Power","Information","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: 16777220."
"9/20/2025 6:12:10 AM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 255 to 256.","The system session has transitioned from 255 to 256.

Reason InputMouse 

BootId: 22"
"9/20/2025 6:12:10 AM","507","Microsoft-Windows-Kernel-Power","Information","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: 16777220."
"9/20/2025 6:12:10 AM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 256 to 257.","The system session has transitioned from 256 to 257.

Reason 16777220 

BootId: 22"
"9/20/2025 6:12:10 AM","506","Microsoft-Windows-Kernel-Power","Information","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: 16777220."
"9/20/2025 6:17:12 AM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 257 to 258.","The system session has transitioned from 257 to 258.

Reason InputMouse 

BootId: 22"
"9/20/2025 6:17:12 AM","507","Microsoft-Windows-Kernel-Power","Information","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: 16777220."
"9/20/2025 6:17:12 AM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 258 to 259.","The system session has transitioned from 258 to 259.

Reason 16777220 

BootId: 22"
"9/20/2025 6:17:12 AM","506","Microsoft-Windows-Kernel-Power","Information","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: 16777220."
"9/20/2025 7:17:18 AM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 259 to 260.","The system session has transitioned from 259 to 260.

Reason InputMouse 

BootId: 22"
"9/20/2025 7:17:25 AM","507","Microsoft-Windows-Kernel-Power","Information","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: 16777220."
"9/20/2025 7:17:25 AM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 260 to 261.","The system session has transitioned from 260 to 261.

Reason 16777220 

BootId: 22"
"9/20/2025 7:17:25 AM","506","Microsoft-Windows-Kernel-Power","Information","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: 16777220."
"9/20/2025 8:52:19 AM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 261 to 262.","The system session has transitioned from 261 to 262.

Reason InputMouse 

BootId: 22"
"9/20/2025 8:52:19 AM","507","Microsoft-Windows-Kernel-Power","Information","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: 16777220."
"9/20/2025 8:52:19 AM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 262 to 263.","The system session has transitioned from 262 to 263.

Reason 16777220 

BootId: 22"
"9/20/2025 8:52:19 AM","506","Microsoft-Windows-Kernel-Power","Information","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: 16777220."
"9/20/2025 8:56:29 AM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 263 to 264.","The system session has transitioned from 263 to 264.

Reason InputMouse 

BootId: 22"
"9/20/2025 8:56:30 AM","507","Microsoft-Windows-Kernel-Power","Information","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: 16777220."
"9/20/2025 8:56:30 AM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 264 to 265.","The system session has transitioned from 264 to 265.

Reason 16777220 

BootId: 22"
"9/20/2025 8:56:30 AM","506","Microsoft-Windows-Kernel-Power","Information","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: 16777220."
"9/20/2025 9:11:33 AM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 265 to 266.","The system session has transitioned from 265 to 266.

Reason InputMouse 

BootId: 22"
"9/20/2025 9:11:33 AM","507","Microsoft-Windows-Kernel-Power","Information","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: 16777220."
"9/20/2025 9:11:33 AM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 266 to 267.","The system session has transitioned from 266 to 267.

Reason 16777220 

BootId: 22"
"9/20/2025 9:11:33 AM","506","Microsoft-Windows-Kernel-Power","Information","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: 16777220."
"9/20/2025 9:41:42 AM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 267 to 268.","The system session has transitioned from 267 to 268.

Reason InputMouse 

BootId: 22"
"9/20/2025 9:41:43 AM","507","Microsoft-Windows-Kernel-Power","Information","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: 16777220."
"9/20/2025 9:41:43 AM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 268 to 269.","The system session has transitioned from 268 to 269.

Reason 16777220 

BootId: 22"
"9/20/2025 9:41:43 AM","506","Microsoft-Windows-Kernel-Power","Information","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: 16777220."
"9/20/2025 9:46:09 AM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 269 to 270.","The system session has transitioned from 269 to 270.

Reason InputMouse 

BootId: 22"
"9/20/2025 9:46:10 AM","507","Microsoft-Windows-Kernel-Power","Information","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: 16777220."
"9/20/2025 9:46:10 AM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 270 to 271.","The system session has transitioned from 270 to 271.

Reason 16777220 

BootId: 22"
"9/20/2025 9:46:10 AM","506","Microsoft-Windows-Kernel-Power","Information","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: 16777220."
"9/20/2025 10:01:42 AM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 271 to 272.","The system session has transitioned from 271 to 272.

Reason InputMouse 

BootId: 22"
"9/20/2025 10:01:42 AM","507","Microsoft-Windows-Kernel-Power","Information","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: 16777220."
"9/20/2025 10:01:42 AM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 272 to 273.","The system session has transitioned from 272 to 273.

Reason 16777220 

BootId: 22"
"9/20/2025 10:01:42 AM","506","Microsoft-Windows-Kernel-Power","Information","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: 16777220."
"9/20/2025 10:20:37 AM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 273 to 274.","The system session has transitioned from 273 to 274.

Reason InputMouse 

BootId: 22"
"9/20/2025 10:20:38 AM","507","Microsoft-Windows-Kernel-Power","Information","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: 16777220."
"9/20/2025 10:20:38 AM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 274 to 275.","The system session has transitioned from 274 to 275.

Reason 16777220 

BootId: 22"
"9/20/2025 10:20:38 AM","506","Microsoft-Windows-Kernel-Power","Information","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: 16777220."
"9/20/2025 10:21:23 AM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 275 to 276.","The system session has transitioned from 275 to 276.

Reason InputMouse 

BootId: 22"
"9/20/2025 10:21:24 AM","507","Microsoft-Windows-Kernel-Power","Information","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: 16777220."
"9/20/2025 10:21:24 AM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 276 to 277.","The system session has transitioned from 276 to 277.

Reason 16777220 

BootId: 22"
"9/20/2025 10:21:24 AM","506","Microsoft-Windows-Kernel-Power","Information","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: 16777220."
"9/20/2025 10:24:10 AM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 277 to 278.","The system session has transitioned from 277 to 278.

Reason InputMouse 

BootId: 22"
"9/20/2025 10:39:07 AM","507","Microsoft-Windows-Kernel-Power","Information","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: 16777220."
"9/20/2025 10:39:07 AM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 278 to 279.","The system session has transitioned from 278 to 279.

Reason 16777220 

BootId: 22"
"9/20/2025 10:39:07 AM","506","Microsoft-Windows-Kernel-Power","Information","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: 16777220."
"9/20/2025 11:39:10 AM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 279 to 280.","The system session has transitioned from 279 to 280.

Reason InputMouse 

BootId: 22"
"9/20/2025 11:39:10 AM","507","Microsoft-Windows-Kernel-Power","Information","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: 16777220."
"9/20/2025 11:39:10 AM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 280 to 281.","The system session has transitioned from 280 to 281.

Reason 16777220 

BootId: 22"
"9/20/2025 11:39:10 AM","506","Microsoft-Windows-Kernel-Power","Information","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: 16777220."
"9/20/2025 11:44:12 AM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 281 to 282.","The system session has transitioned from 281 to 282.

Reason InputMouse 

BootId: 22"
"9/20/2025 11:44:13 AM","507","Microsoft-Windows-Kernel-Power","Information","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: 16777220."
"9/20/2025 11:44:13 AM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 282 to 283.","The system session has transitioned from 282 to 283.

Reason 16777220 

BootId: 22"
"9/20/2025 11:44:13 AM","506","Microsoft-Windows-Kernel-Power","Information","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: 16777220."
"9/20/2025 12:44:15 PM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 283 to 284.","The system session has transitioned from 283 to 284.

Reason InputMouse 

BootId: 22"
"9/20/2025 12:44:15 PM","507","Microsoft-Windows-Kernel-Power","Information","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: 16777220."
"9/20/2025 12:44:15 PM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 284 to 285.","The system session has transitioned from 284 to 285.

Reason 16777220 

BootId: 22"
"9/20/2025 12:44:15 PM","506","Microsoft-Windows-Kernel-Power","Information","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: 16777220."
"9/20/2025 12:49:17 PM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 285 to 286.","The system session has transitioned from 285 to 286.

Reason InputMouse 

BootId: 22"
"9/20/2025 12:49:17 PM","507","Microsoft-Windows-Kernel-Power","Information","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: 16777220."
"9/20/2025 12:49:17 PM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 286 to 287.","The system session has transitioned from 286 to 287.

Reason 16777220 

BootId: 22"
"9/20/2025 12:49:17 PM","506","Microsoft-Windows-Kernel-Power","Information","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: 16777220."
"9/20/2025 1:49:19 PM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 287 to 288.","The system session has transitioned from 287 to 288.

Reason InputMouse 

BootId: 22"
"9/20/2025 1:49:19 PM","507","Microsoft-Windows-Kernel-Power","Information","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: 16777220."
"9/20/2025 1:49:19 PM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 288 to 289.","The system session has transitioned from 288 to 289.

Reason 16777220 

BootId: 22"
"9/20/2025 1:49:19 PM","506","Microsoft-Windows-Kernel-Power","Information","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: 16777220."
"9/20/2025 1:54:21 PM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 289 to 290.","The system session has transitioned from 289 to 290.

Reason InputMouse 

BootId: 22"
"9/20/2025 1:54:22 PM","507","Microsoft-Windows-Kernel-Power","Information","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: 16777220."
"9/20/2025 1:54:22 PM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 290 to 291.","The system session has transitioned from 290 to 291.

Reason 16777220 

BootId: 22"
"9/20/2025 1:54:22 PM","506","Microsoft-Windows-Kernel-Power","Information","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: 16777220."
"9/20/2025 2:54:25 PM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 291 to 292.","The system session has transitioned from 291 to 292.

Reason InputMouse 

BootId: 22"
"9/20/2025 2:54:25 PM","507","Microsoft-Windows-Kernel-Power","Information","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: 16777220."
"9/20/2025 2:54:25 PM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 292 to 293.","The system session has transitioned from 292 to 293.

Reason 16777220 

BootId: 22"
"9/20/2025 2:54:25 PM","506","Microsoft-Windows-Kernel-Power","Information","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: 16777220."
"9/20/2025 2:59:27 PM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 293 to 294.","The system session has transitioned from 293 to 294.

Reason InputMouse 

BootId: 22"
"9/20/2025 2:59:27 PM","507","Microsoft-Windows-Kernel-Power","Information","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: 16777220."
"9/20/2025 2:59:27 PM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 294 to 295.","The system session has transitioned from 294 to 295.

Reason 16777220 

BootId: 22"
"9/20/2025 2:59:27 PM","506","Microsoft-Windows-Kernel-Power","Information","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: 16777220."
"9/20/2025 4:04:38 PM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 295 to 296.","The system session has transitioned from 295 to 296.

Reason InputMouse 

BootId: 22"
"9/20/2025 4:39:07 PM","507","Microsoft-Windows-Kernel-Power","Information","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: 16777220."
"9/20/2025 4:39:07 PM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 296 to 297.","The system session has transitioned from 296 to 297.

Reason 16777220 

BootId: 22"
"9/20/2025 4:39:07 PM","506","Microsoft-Windows-Kernel-Power","Information","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: 16777220."
"9/20/2025 5:54:16 PM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 297 to 298.","The system session has transitioned from 297 to 298.

Reason InputMouse 

BootId: 22"
"9/20/2025 6:39:08 PM","507","Microsoft-Windows-Kernel-Power","Information","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: 16777220."
"9/20/2025 6:39:08 PM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 298 to 299.","The system session has transitioned from 298 to 299.

Reason 16777220 

BootId: 22"
"9/20/2025 6:39:08 PM","506","Microsoft-Windows-Kernel-Power","Information","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: 16777220."
"9/20/2025 6:54:11 PM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 299 to 300.","The system session has transitioned from 299 to 300.

Reason InputMouse 

BootId: 22"
"9/20/2025 6:54:14 PM","507","Microsoft-Windows-Kernel-Power","Information","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: 16777220."
"9/20/2025 6:54:14 PM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 300 to 301.","The system session has transitioned from 300 to 301.

Reason 16777220 

BootId: 22"
"9/20/2025 6:54:14 PM","506","Microsoft-Windows-Kernel-Power","Information","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: 16777220."
"9/20/2025 6:58:15 PM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 301 to 302.","The system session has transitioned from 301 to 302.

Reason InputMouse 

BootId: 22"
"9/20/2025 6:58:15 PM","507","Microsoft-Windows-Kernel-Power","Information","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: 16777220."
"9/20/2025 6:58:15 PM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 302 to 303.","The system session has transitioned from 302 to 303.

Reason 16777220 

BootId: 22"
"9/20/2025 6:58:15 PM","506","Microsoft-Windows-Kernel-Power","Information","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: 16777220."
"9/20/2025 7:13:19 PM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 303 to 304.","The system session has transitioned from 303 to 304.

Reason InputMouse 

BootId: 22"
"9/20/2025 7:13:20 PM","507","Microsoft-Windows-Kernel-Power","Information","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: 16777220."
"9/20/2025 7:13:20 PM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 304 to 305.","The system session has transitioned from 304 to 305.

Reason 16777220 

BootId: 22"
"9/20/2025 7:13:20 PM","506","Microsoft-Windows-Kernel-Power","Information","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: 16777220."
"9/20/2025 7:16:48 PM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 305 to 306.","The system session has transitioned from 305 to 306.

Reason InputMouse 

BootId: 22"
"9/20/2025 7:16:48 PM","507","Microsoft-Windows-Kernel-Power","Information","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: 16777220."
"9/20/2025 7:16:48 PM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 306 to 307.","The system session has transitioned from 306 to 307.

Reason 16777220 

BootId: 22"
"9/20/2025 7:16:48 PM","506","Microsoft-Windows-Kernel-Power","Information","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: 16777220."
"9/20/2025 7:31:50 PM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 307 to 308.","The system session has transitioned from 307 to 308.

Reason InputMouse 

BootId: 22"
"9/20/2025 7:31:50 PM","507","Microsoft-Windows-Kernel-Power","Information","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: 16777220."
"9/20/2025 7:31:50 PM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 308 to 309.","The system session has transitioned from 308 to 309.

Reason 16777220 

BootId: 22"
"9/20/2025 7:31:50 PM","506","Microsoft-Windows-Kernel-Power","Information","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: 16777220."
"9/20/2025 7:35:43 PM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 309 to 310.","The system session has transitioned from 309 to 310.

Reason InputMouse 

BootId: 22"
"9/20/2025 7:35:43 PM","507","Microsoft-Windows-Kernel-Power","Information","The system is exiting Modern Standby ","The system is exiting Modern Standby 

Reason: 16777220."
"9/20/2025 7:35:43 PM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 310 to 311.","The system session has transitioned from 310 to 311.

Reason 16777220 

BootId: 22"
"9/20/2025 7:35:44 PM","506","Microsoft-Windows-Kernel-Power","Information","The system is entering Modern Standby ","The system is entering Modern Standby 

Reason: 16777220."
"9/20/2025 7:50:46 PM","566","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 311 to 312.","The system session has transitioned from 311 to 312.

Reason InputMouse 

BootId: 22"
